,title,url,rate,teach_rate,new_carr,advent,earn_more,level,lang,exec_time,chap_cnt,course_dur,chap_avg_dur,edu_name
977,Терроризм и борьба против терроризма: сравнение теории и практики,https://ru.coursera.org/learn/terrorism,4.8,4.88,27.0,28.0,,1.0,2.0,,6,1440,240.0,Лейденский университет
978,Administración financiera y su función en la empresa ,https://ru.coursera.org/learn/admonfinanciera?specialization=finanzascorporativas,4.8,4.87,41.0,52.0,26.0,2.0,,,4,562,140.5,Национальный автономный университет Мексики
979,Matemáticas financieras,https://ru.coursera.org/learn/matematicas?specialization=finanzascorporativas,4.8,4.83,60.0,50.0,,2.0,,,5,561,112.2,Национальный автономный университет Мексики
980,Evaluación de inversiones en Bienes de Capital ,https://ru.coursera.org/learn/evaluaciondeinversiones?specialization=finanzascorporativas,4.2,3.33,,,,2.0,,,4,804,201.0,Национальный автономный университет Мексики
981,Estructura de capital y política de dividendos,https://ru.coursera.org/learn/estructura?specialization=finanzascorporativas,3.5,,,33.0,,2.0,,,5,565,113.0,Национальный автономный университет Мексики
982,The Power of Team Culture,https://ru.coursera.org/learn/team-culture?specialization=team-building,4.6,4.63,43.0,23.0,,1.0,2.0,,5,500,100.0,Пенсильванский университет
983,Building High-Performing Teams,https://ru.coursera.org/learn/high-performing-teams?specialization=team-building,4.8,4.7,25.0,33.0,20.0,1.0,2.0,,5,984,196.8,Пенсильванский университет
984,Optimizing Diversity on Teams,https://ru.coursera.org/learn/diverse-teams?specialization=team-building,4.3,4.12,,,50.0,1.0,2.0,,4,840,210.0,Пенсильванский университет
985,Creating a Team Culture of Continuous Learning,https://ru.coursera.org/learn/continuous-learning-culture?specialization=team-building,4.5,,67.0,67.0,,,2.0,,4,540,135.0,Пенсильванский университет
986,Переосмысление международного налогового права,https://ru.coursera.org/learn/international-taxation,4.8,4.82,36.0,24.0,13.0,,2.0,,6,2400,400.0,Лейденский университет
987,"Modern Robotics, Course 1:  Foundations of Robot Motion",https://ru.coursera.org/learn/modernrobotics-course1?specialization=modernrobotics,4.7,4.59,17.0,27.0,,2.0,2.0,,4,840,210.0,Северо-Западный университет
988,"Modern Robotics, Course 2:  Robot Kinematics",https://ru.coursera.org/learn/modernrobotics-course2?specialization=modernrobotics,4.9,4.54,,33.0,50.0,2.0,2.0,,4,900,225.0,Северо-Западный университет
989,"Modern Robotics, Course 3:  Robot Dynamics",https://ru.coursera.org/learn/modernrobotics-course3?specialization=modernrobotics,4.8,,,,,2.0,2.0,,4,960,240.0,Северо-Западный университет
990,"Modern Robotics, Course 4:  Robot Motion Planning and Control",https://ru.coursera.org/learn/modernrobotics-course4?specialization=modernrobotics,4.9,,,,,2.0,2.0,,4,1260,315.0,Северо-Западный университет
991,Язык и инструменты финансового анализа,https://ru.coursera.org/learn/financial-analysis?specialization=learn-finance,4.7,4.56,38.0,36.0,,,2.0,,4,720,180.0,Мельбурнский университет
992,Роль глобальных рынков капитала,https://ru.coursera.org/learn/capital-markets?specialization=learn-finance,4.6,4.8,50.0,44.0,17.0,,2.0,,4,1080,270.0,Мельбурнский университет
993,Процесс принятия корпоративных финансовых решений для создания дополнительной стоимости,https://ru.coursera.org/learn/value-creation?specialization=learn-finance,4.7,,50.0,25.0,,,2.0,,4,780,195.0,Мельбурнский университет
994,Альтернативные подходы к оценке стоимости инвестиционного портфеля и инвестированию,https://ru.coursera.org/learn/valuation?specialization=learn-finance,4.7,,,,,,2.0,,4,1020,255.0,Мельбурнский университет
995,"Оказание помощи детям, испытывающим трудности с чтением и написанием",https://ru.coursera.org/learn/dyslexia-difficulties,4.8,4.69,58.0,23.0,,,2.0,,6,1080,180.0,Лондонский университет
996,Introduction to Search Engine Optimization,https://ru.coursera.org/learn/search-engine-optimization,4.6,4.65,54.0,50.0,21.0,,2.0,,4,1200,300.0,Калифорнийский университет в Девисе
997,Introduction to Virtual Reality,https://ru.coursera.org/learn/introduction-virtual-reality?specialization=virtual-reality,4.7,4.77,50.0,45.0,,1.0,2.0,,4,780,195.0,Лондонский университет
998,3D Models for Virtual Reality,https://ru.coursera.org/learn/3d-models-virtual-reality?specialization=virtual-reality,4.6,4.59,40.0,25.0,,2.0,2.0,,4,960,240.0,Лондонский университет
999,3D Interaction Design in Virtual Reality,https://ru.coursera.org/learn/3d-interaction-design-virtual-reality?specialization=virtual-reality,4.6,,,,50.0,2.0,2.0,,4,780,195.0,Лондонский университет
1000,Building Interactive 3D Characters and Social VR,https://ru.coursera.org/learn/interactive-3d-characters-social-virtual-reality?specialization=virtual-reality,4.3,,,,,2.0,2.0,,4,780,195.0,Лондонский университет
1001,"Управленческий учет: динамика затрат,  системы и анализ",https://ru.coursera.org/learn/accounting-for-managers?specialization=value-chain-management,4.8,4.69,,,,,2.0,,4,1260,315.0,Иллинойсский университет в Урбане-Шампейне
1002,Управленческий учет: Инструменты для содействия и управления принятием деловых решений,https://ru.coursera.org/learn/managerial-accounting-business-decisions?specialization=value-chain-management,4.7,4.94,14.0,12.0,,,2.0,,4,1500,375.0,Иллинойсский университет в Урбане-Шампейне
1003,Operations Management: Analysis and Improvement Methods,https://ru.coursera.org/learn/operations-management?specialization=value-chain-management,4.6,4.52,14.0,11.0,14.0,,2.0,,4,1140,285.0,Иллинойсский университет в Урбане-Шампейне
1004,Operations Management: Strategy and Quality Management for the Digital Age,https://ru.coursera.org/learn/process-improvement?specialization=value-chain-management,4.6,4.7,38.0,46.0,22.0,,2.0,,4,1080,270.0,Иллинойсский университет в Урбане-Шампейне
1005,Ветроэнергетика,https://ru.coursera.org/learn/wind-energy,4.7,4.48,21.0,22.0,,,2.0,,5,1020,204.0,Датский технический университет (DTU)
1006,"Speak English Professionally: In Person, Online & On the Phone",https://ru.coursera.org/learn/speak-english-professionally,4.7,4.85,45.0,54.0,37.0,,2.0,,5,960,192.0,Технологический институт Джорджии
1007,Визуализация данных,https://ru.coursera.org/learn/datavisualization?specialization=data-mining,4.5,4.88,33.0,39.0,18.0,,2.0,,4,660,165.0,Иллинойсский университет в Урбане-Шампейне
1008,Текстовый информационный поиск и поисковые системы,https://ru.coursera.org/learn/text-retrieval?specialization=data-mining,4.5,4.44,50.0,67.0,29.0,,2.0,,6,1680,280.0,Иллинойсский университет в Урбане-Шампейне
1009,Анализ текстовой информации и аналитика,https://ru.coursera.org/learn/text-mining?specialization=data-mining,4.5,4.42,30.0,38.0,12.0,,2.0,,6,1740,290.0,Иллинойсский университет в Урбане-Шампейне
1010,Выявление паттернов в процессе анализа данных,https://ru.coursera.org/learn/data-patterns?specialization=data-mining,4.3,,,33.0,,,2.0,,4,540,135.0,Иллинойсский университет в Урбане-Шампейне
1011,Эпидемиология: фундаментальная наука о здоровье населения,https://ru.coursera.org/learn/epidemiology,4.6,4.62,30.0,27.0,12.0,,2.0,,6,363,60.5,Университет Северной Каролины в Чапел-Хилл
1012,Introduction to Mechanical Engineering Design and Manufacturing with Fusion 360,https://ru.coursera.org/learn/mechanical-engineering-design-manufacturing,4.8,4.72,,,,2.0,2.0,,4,1020,255.0,Autodesk
1013,Modeling and Design for Mechanical Engineers with Autodesk Fusion 360,https://ru.coursera.org/learn/modeling-design-mechanical-engineers,4.8,4.85,,,,3.0,2.0,,4,1320,330.0,Autodesk
1014,Simulation Analysis for Mechanical Engineers with Autodesk Fusion 360,https://ru.coursera.org/learn/simulation-analysis-mechanical-engineers,4.8,4.68,,,,2.0,2.0,,4,1380,345.0,Autodesk
1015,CAM and Design Manufacturing for Mechanical Engineers with Autodesk Fusion 360,https://ru.coursera.org/learn/cam-design-manufacturing-mechanical-engineers,4.9,4.86,,,,3.0,2.0,,4,1380,345.0,Autodesk
1016,Foundations of Mindfulness,https://ru.coursera.org/learn/foundations-of-mindfulness,5.0,,,,,1.0,2.0,,4,805,201.25,Университет Райса
1017, IT Security: Defense against the digital dark arts ,https://ru.coursera.org/learn/it-security,4.8,4.76,,,,1.0,2.0,,6,1740,290.0,Google
1018,Drug Discovery ,https://ru.coursera.org/learn/drug-discovery,4.6,4.61,29.0,17.0,,1.0,2.0,,3,128,42.666666666666664,Калифорнийский университет в Сан-Диего
1019,English for Business and Entrepreneurship,https://ru.coursera.org/learn/business,4.8,4.89,54.0,56.0,16.0,1.0,2.0,,5,1800,360.0,Пенсильванский университет
1020,Entrepreneurship 1: Developing the Opportunity,https://ru.coursera.org/learn/wharton-entrepreneurship-opportunity,4.8,4.76,67.0,62.0,,,2.0,,4,381,95.25,Пенсильванский университет
1021,Understanding and Strengthening Health Systems,https://ru.coursera.org/learn/health-systems?specialization=global-health,4.7,4.9,40.0,43.0,33.0,1.0,2.0,,4,900,225.0,Университет Джонса Хопкинса
1022,Public Health in Humanitarian Crises 1,https://ru.coursera.org/learn/humanitarian-public-health?specialization=global-health,4.8,4.76,28.0,26.0,,1.0,2.0,,5,480,96.0,Университет Джонса Хопкинса
1023,Здоровье для всех посредством предоставления первичной медицинской помощи,https://ru.coursera.org/learn/health-for-all?specialization=global-health,4.7,,50.0,29.0,17.0,,2.0,,5,720,144.0,Университет Джонса Хопкинса
1024,Diagnosing Health Behaviors for Global Health Programs,https://ru.coursera.org/learn/health-behaviors-global?specialization=global-health,4.8,4.4,,,,1.0,2.0,,4,540,135.0,Университет Джонса Хопкинса
1025,Fundamental Neuroscience for Neuroimaging,https://ru.coursera.org/learn/neuroscience-neuroimaging,4.6,4.57,27.0,20.0,11.0,1.0,2.0,,4,480,120.0,Университет Джонса Хопкинса
1026,Fundraising and Development Foundations,https://ru.coursera.org/learn/fundraising-development,4.7,4.75,40.0,25.0,,1.0,2.0,,4,900,225.0,Калифорнийский университет в Девисе
1027,Annual Campaigns: Building a Case for Support,https://ru.coursera.org/learn/annual-campaigns,4.2,,,,,1.0,2.0,,4,900,225.0,Калифорнийский университет в Девисе
1028,Major and Principal Gifts,https://ru.coursera.org/learn/major-principal-gifts,4.5,,,,,1.0,2.0,,5,960,192.0,Калифорнийский университет в Девисе
1029,Planned Giving,https://ru.coursera.org/learn/planned-giving,4.5,,,,,1.0,2.0,,4,900,225.0,Калифорнийский университет в Девисе
1030,"The Modern World, Part One: Global History from 1760 to 1910",https://ru.coursera.org/learn/modern-world,4.8,4.96,67.0,44.0,38.0,1.0,2.0,,7,960,137.14285714285714,Виргинский университет
1031,Эмоциональные и познавательные способности у собак,https://ru.coursera.org/learn/dog-emotion-and-cognition,4.7,4.75,45.0,32.0,12.0,,2.0,,8,731,91.375,Университет Дьюка
1032,Маркетинговая стратегия в digital среде (Digital marketing strategy) ,https://ru.coursera.org/learn/digital-marketing-strategy,4.5,4.05,20.0,29.0,,2.0,1.0,,4,960,240.0,"Национальный исследовательский университет ""Высшая школа экономики"""
1033,Контекстная реклама. Google AdWords,https://ru.coursera.org/learn/kontextnaya-reklama-google-adwords,4.6,,,,,2.0,1.0,,4,780,195.0,"Национальный исследовательский университет ""Высшая школа экономики"""
